date, pm25, pm10, o3, no2, so2, co
2023/3/11, 33, 14, 30, 6, , 
2023/3/12, 44, 6, 34, 4, , 
2023/3/13, 32, 8, 30, 7, , 
2023/3/14, 17, 12, 28, 12, , 
2023/3/15, 17, 12, 27, 15, , 
2023/3/16, 33, 15, 27, 17, , 
2023/3/17, 45, 3, 31, 6, , 
2023/3/18, 19, 2, 28, 8, , 
2023/3/19, 15, 13, 30, 15, , 
2023/3/20, 40, 8, 28, 10, , 
2023/3/21, 39, 7, 27, 7, , 
2023/3/22, 38, 10, 32, 5, , 
2023/3/23, 52, 8, 33, 5, , 
2023/3/24, 42, 13, 33, 4, , 
2023/3/25, 28, 7, 35, 5, , 
2023/3/27, 49, 14, 29, 14, , 
2023/3/28, 43, 18, 30, 14, , 
2023/3/29, 39, 15, 34, 5, , 
2023/3/30, 30, 11, 32, 3, , 
2023/3/31, 29, 6, 31, 5, , 
2022/10/1, 19, 7, 23, 7, , 
2022/10/2, 21, 15, 16, 13, , 
2022/10/3, 45, 25, 18, 16, , 
2022/10/4, 58, 14, 29, 9, , 
2022/10/5, 33, 25, 23, 12, , 
2022/10/6, 35, 31, 25, 21, , 
2022/10/7, 59, 13, 19, 10, , 
2022/10/8, 30, 18, 25, 16, , 
2022/10/9, 46, 27, 18, 14, , 
2022/10/10, 54, 19, 13, 13, , 
2022/10/11, 33, 31, 18, 22, , 
2022/10/12, 57, 18, 17, 13, , 
2022/10/13, 47, 9, 17, 11, , 
2022/10/14, 30, 4, 24, 6, , 
2022/10/15, 16, 8, 19, 8, , 
2022/10/16, 25, 17, 11, 14, , 
2022/10/17, 45, 12, 16, 14, , 
2022/10/18, 37, 18, 14, 10, , 
2022/10/19, 40, 16, 20, 11, , 
2022/10/20, 41, 13, 21, 11, , 
2022/10/21, 29, 15, 21, 10, , 
2022/10/22, 33, 13, 22, 6, , 
2022/10/23, 35, 12, 27, 4, , 
2022/10/24, 25, 13, 20, 8, , 
2022/10/25, 29, 14, 22, 12, , 
2022/10/26, 32, 22, 10, 15, , 
2022/10/27, 45, 29, 15, 15, , 
2022/10/28, 58, 32, 10, 17, , 
2022/10/29, 64, 21, 20, 12, , 
2022/10/30, 49, 22, 21, 15, , 
2022/10/31, 54, 14, 27, 3, , 
2022/11/1, 25, 17, 23, 7, , 
2022/11/2, 32, 11, 19, 9, , 
2022/11/3, 28, 9, 21, 8, , 
2022/11/4, 24, 13, 18, 11, , 
2022/11/5, 36, 12, 19, 8, , 
2022/11/6, 37, 13, 23, 6, , 
2022/11/7, 27, 11, 22, 9, , 
2022/11/8, 30, 10, 21, 9, , 
2022/11/9, 22, 17, 15, 16, , 
2022/11/10, 45, 11, 15, 9, , 
2022/11/11, 39, 21, 2, 14, , 
2022/11/12, 64, 25, 3, 13, , 
2022/11/13, 72, 19, 12, 12, , 
2022/11/14, 56, 10, 17, 12, , 
2022/11/15, 30, 11, 21, 9, , 
2022/11/16, 25, 9, 26, 6, , 
2022/11/17, 23, 8, 21, 9, , 
2022/11/18, 26, 9, 17, 12, , 
2022/11/19, 33, 10, 18, 9, , 
2022/11/20, 31, 15, 22, 12, , 
2022/11/21, 38, 10, 22, 7, , 
2022/11/22, 22, 12, 19, 11, , 
2022/11/23, 33, 15, 22, 10, , 
2022/11/24, 36, 17, 17, 13, , 
2022/11/25, 51, 23, 12, 17, , 
2022/11/26, 74, 14, 9, 12, , 
2022/11/27, 64, 13, 18, 12, , 
2022/11/28, 54, 22, 13, 20, , 
2022/11/29, 64, 20, 9, 15, , 
2022/11/30, 54, 26, 5, 14, , 
2022/12/1, 75, 32, 4, 14, , 
2022/12/2, 90, 16, 3, 10, , 
2022/12/3, 60, 21, 5, 10, , 
2022/12/4, 71, 24, 1, 11, , 
2022/12/5, 76, 28, , 13, , 
2022/12/6, 79, 27, 4, 19, , 
2022/12/7, 74, 28, 4, 21, , 
2022/12/8, 76, 27, 7, 18, , 
2022/12/9, 74, 23, 11, 16, , 
2022/12/10, 69, 19, 12, 13, , 
2022/12/11, 67, 22, 10, 14, , 
2022/12/12, 71, 26, 6, 18, , 
2022/12/13, 72, 31, 3, 17, , 
2022/12/14, 83, 39, 3, 22, , 
2022/12/15, 99, 32, 6, 24, , 
2022/12/16, 81, 28, 10, 19, , 
2022/12/17, 83, 31, 4, 16, , 
2022/12/18, 95, 13, 14, 17, , 
2022/12/19, 51, 10, 13, 13, , 
2022/12/20, 36, 8, 15, 11, , 
2022/12/21, 24, 13, 25, 7, , 
2022/12/22, 31, 5, 22, 7, , 
2022/12/23, 14, 17, 21, 10, , 
2022/12/24, 40, 11, 15, 8, , 
2022/12/25, 37, 8, 23, 7, , 
2022/12/26, 21, 12, 19, 11, , 
2022/12/27, 37, 8, 23, 5, , 
2022/12/28, 24, 11, 28, 6, , 
2022/12/29, 26, 8, 20, 8, , 
2022/12/30, 28, 9, 20, 4, , 
2022/12/31, 27, 14, 20, 8, , 
2023/1/1, 41, 6, 23, 7, , 
2022/7/1, 19, 11, 38, 8, , 
2022/7/2, 29, 9, 30, 5, , 
2022/7/3, 21, 12, 37, 6, , 
2022/7/4, 26, 17, 35, 7, , 
2022/7/5, 31, 16, 32, 9, , 
2022/7/6, 32, 12, 20, 7, , 
2022/7/7, 29, 17, 35, 8, , 
2022/7/8, 33, 17, 41, 8, , 
2022/7/9, 42, 11, 25, 5, , 
2022/7/10, 24, 13, 20, 10, , 
2022/7/11, 33, 21, 51, 11, , 
2022/7/12, 44, 23, 54, 13, , 
2022/7/13, 46, 23, 47, 8, , 
2022/7/14, 51, 17, 35, 6, , 
2022/7/15, 32, 19, 46, 7, , 
2022/7/16, 41, 13, 46, 6, , 
2022/7/17, 35, 23, 72, 18, , 
2022/7/18, 52, 32, 59, 10, , 
2022/7/19, 63, 28, 36, 6, , 
2022/7/20, 68, 18, 39, 6, , 
2022/7/21, 53, 25, 28, 12, , 
2022/7/22, 60, 25, 42, 7, , 
2022/7/23, 64, 16, 45, 6, , 
2022/7/24, 49, 13, 27, 6, , 
2022/7/25, 34, 11, 30, 5, , 
2022/7/26, 29, 15, 34, 7, , 
2022/7/27, 32, 16, 42, 10, , 
2022/7/28, 36, 25, 48, 14, , 
2022/7/29, 50, 18, 48, 8, , 
2022/7/30, 44, 7, 24, 3, , 
2022/7/31, 28, 8, 26, 4, , 
2022/8/1, 26, 14, 38, 8, , 
2022/8/2, 33, 17, 54, 10, , 
2022/8/3, 38, 18, 25, 7, , 
2022/8/4, 35, 15, 36, 5, , 
2022/8/5, 31, 11, 34, 5, , 
2022/8/6, 21, 11, 42, 5, , 
2022/8/7, 31, 19, 45, 7, , 
2022/8/8, 34, 23, 55, 7, , 
2022/8/9, 41, 22, 52, 8, , 
2022/8/10, 42, 27, 55, 13, , 
2022/8/11, 48, 28, 57, 15, , 
2022/8/12, 49, 16, 46, 9, , 
2022/8/13, 32, 14, 41, 9, , 
2022/8/14, 38, 15, 45, 5, , 
2022/8/15, 43, 22, 42, 10, , 
2022/8/16, 55, 16, 34, 10, , 
2022/8/17, 48, 21, 44, 14, , 
2022/8/18, 52, 15, 33, 3, , 
2022/8/19, 44, , , , , 
2022/8/23, 18, 18, 39, 13, , 
2022/8/24, 32, 27, 49, 20, , 
2022/8/25, 49, 13, 32, 6, , 
2022/8/26, 31, 14, 36, 6, , 
2022/8/27, 31, 16, 36, 8, , 
2022/8/28, 39, 18, 43, 8, , 
2022/8/29, 32, 23, 44, 11, , 
2022/8/30, 42, 25, 47, 10, , 
2022/8/31, 46, 20, 43, 10, , 
2022/9/1, 43, 18, 38, 12, , 
2022/9/2, 47, 9, 28, 6, , 
2022/9/3, 25, 13, 39, 10, , 
2022/9/4, 34, 11, 42, 10, , 
2022/9/5, 29, 13, 33, 9, , 
2022/9/6, 27, 13, 26, 8, , 
2022/9/7, 22, 9, 28, 4, , 
2022/9/8, 18, 9, 24, 4, , 
2022/9/9, 20, 8, 24, 5, , 
2022/9/10, 17, 11, 32, 11, , 
2022/9/11, 35, 14, 34, 13, , 
2022/9/12, 35, 19, 26, 20, , 
2022/9/13, 44, 13, 30, 8, , 
2022/9/14, 33, 15, 33, 8, , 
2022/9/15, 34, 14, 24, 9, , 
2022/9/16, 28, 9, 25, 7, , 
2022/9/17, 21, 10, 28, 7, , 
2022/9/18, 25, , , , , 
2022/9/20, 43, 21, 28, 14, , 
2022/9/21, 37, 20, 28, 22, , 
2022/9/22, 45, 38, 23, 34, , 
2022/9/23, 72, 13, 25, 10, , 
2022/9/24, 43, 11, 24, 7, , 
2022/9/25, 29, 7, 22, 6, , 
2022/9/26, 17, 10, 24, 6, , 
2022/9/27, 22, 11, 20, 9, , 
2022/9/28, 23, 12, 14, 12, , 
2022/9/29, 32, 19, 27, 14, , 
2022/9/30, 49, 11, 27, 4, , 
2022/4/1, 29, 11, 31, 10, , 
2022/4/2, 35, 14, 33, 11, , 
2022/4/3, 45, 12, 35, 12, , 
2022/4/4, 40, 11, 21, 11, , 
2022/4/5, 33, 9, 28, 8, , 
2022/4/6, 24, 7, 32, 6, , 
2022/4/7, 18, 8, 28, 12, , 
2022/4/8, 17, 8, 29, 12, , 
2022/4/9, 32, 16, 35, 19, , 
2022/4/10, 52, 9, 34, 12, , 
2022/4/11, 32, 14, 35, 10, , 
2022/4/12, 34, 11, 28, 16, , 
2022/4/13, 38, 17, 30, 17, , 
2022/4/14, 49, 18, 35, 17, , 
2022/4/15, 52, 18, 35, 11, , 
2022/4/16, 55, 9, 35, 10, , 
2022/4/17, 30, 9, 37, 12, , 
2022/4/18, 29, 18, 32, 11, , 
2022/4/19, 41, 26, 37, 12, , 
2022/4/20, 59, 20, 40, 18, , 
2022/4/21, 43, 19, 37, 13, , 
2022/4/22, 40, 18, 28, 11, , 
2022/4/23, 52, 17, 36, 11, , 
2022/4/24, 54, 22, 34, 9, , 
2022/4/25, 55, 25, 29, 11, , 
2022/4/26, 64, 21, 37, 11, , 
2022/4/27, 47, 25, 40, 12, , 
2022/4/28, 53, 33, 38, 12, , 
2022/4/29, 65, 21, 36, 8, , 
2022/4/30, 41, 16, 38, 8, , 
2022/5/1, 30, 26, 39, 12, , 
2022/5/2, 55, 27, 39, 11, , 
2022/5/3, 56, 25, 30, 10, , 
2022/5/4, 50, 14, 29, 9, , 
2022/5/5, 36, 17, 36, 10, , 
2022/5/6, 35, 14, 28, 8, , 
2022/5/7, 24, 24, 28, 9, , 
2022/5/8, 57, 26, 47, 15, , 
2022/5/9, 47, 23, 44, 19, , 
2022/5/10, 42, 15, 31, 9, , 
2022/5/11, 21, 13, 33, 5, , 
2022/5/12, 19, 13, 35, 6, , 
2022/5/13, 25, 17, 40, 11, , 
2022/5/14, 37, 15, 40, 11, , 
2022/5/15, 39, 14, 36, 5, , 
2022/5/16, 37, 14, 40, 11, , 
2022/5/17, 40, 12, 33, 9, , 
2022/5/18, 30, 19, 36, 10, , 
2022/5/19, 44, 20, 33, 13, , 
2022/5/20, 45, 11, 41, 6, , 
2022/5/21, 27, 13, 31, 11, , 
2022/5/22, 39, 15, 25, 9, , 
2022/5/23, 40, 8, 29, 4, , 
2022/5/24, 16, 8, 30, 6, , 
2022/5/25, 18, 5, 28, 3, , 
2022/5/26, 18, 8, 31, 5, , 
2022/5/27, 26, 17, 35, 7, , 
2022/5/28, 41, 10, 32, 5, , 
2022/5/29, 24, 12, 34, 9, , 
2022/5/30, 25, 13, 39, 11, , 
2022/5/31, 31, 12, 37, 9, , 
2022/6/1, 28, 16, 40, 11, , 
2022/6/2, 37, 19, 26, 21, , 
2022/6/3, 42, 18, 36, 13, , 
2022/6/4, 51, 12, 28, 9, , 
2022/6/5, 41, 7, 32, 3, , 
2022/6/6, 18, 6, 27, 4, , 
2022/6/7, 16, 9, 25, 6, , 
2022/6/8, 23, 14, 27, 4, , 
2022/6/9, 26, 11, 24, 5, , 
2022/6/10, 24, 10, 30, 7, , 
2022/6/11, 30, 11, 33, 5, , 
2022/6/12, 28, 16, 36, 6, , 
2022/6/13, 30, 17, 47, 9, , 
2022/6/14, 39, 24, 64, 14, , 
2022/6/15, 51, 24, 65, 11, , 
2022/6/16, 52, 22, 77, 13, , 
2022/6/17, 51, 27, 53, 13, , 
2022/6/18, 58, 32, 32, 7, , 
2022/6/19, 57, 19, 31, 7, , 
2022/6/20, 50, 18, 41, 11, , 
2022/6/21, 51, 23, 40, 12, , 
2022/6/22, 57, 16, 41, 6, , 
2022/6/23, 40, 10, 33, 4, , 
2022/6/24, 23, 9, 29, 4, , 
2022/6/25, 24, 11, 32, 4, , 
2022/6/26, 27, 10, 31, 4, , 
2022/6/27, 22, 11, 42, 8, , 
2022/6/28, 27, 14, 33, 8, , 
2022/6/29, 28, 10, 20, 6, , 
2022/6/30, 24, 7, 28, 5, , 
2022/1/3, 37, 5, 22, 12, , 
2022/1/4, 18, 13, 19, 14, , 
2022/1/5, 32, 20, 17, 19, , 
2022/1/6, 48, 10, 25, 9, , 
2022/1/7, 27, 9, 32, 10, , 
2022/1/8, 29, 8, 28, 12, , 
2022/1/9, 31, 22, 14, 23, , 
2022/1/10, 61, 25, 13, 19, , 
2022/1/11, 74, 39, 1, 28, , 
2022/1/12, 94, 18, 2, 18, , 
2022/1/13, 55, 35, 2, 25, , 
2022/1/14, 88, 54, 2, 29, , 
2022/1/15, 142, 23, 8, 13, , 
2022/1/16, 79, 20, 9, 19, , 
2022/1/17, 63, 23, 12, 23, , 
2022/1/18, 58, 22, 10, 19, , 
2022/1/19, 65, 18, 18, 20, , 
2022/1/20, 43, 19, 7, 20, , 
2022/1/21, 44, 19, 21, 17, , 
2022/1/22, 60, 17, , 9, , 
2022/1/23, 61, 31, 5, 22, , 
2022/1/24, 72, 45, , 23, , 
2022/1/25, 119, 32, 9, 15, , 
2022/1/26, 92, 29, 8, 16, , 
2022/1/27, 83, 22, 16, 17, , 
2022/1/28, 66, , , , , 
2022/1/30, 42, 14, 25, 11, , 
2022/1/31, 32, 9, 22, 15, , 
2022/2/1, 33, 2, 22, 11, , 
2022/2/2, 6, , 27, 9, , 
2022/2/4, 21, 16, 22, 11, , 
2022/2/5, 49, 7, 29, 5, , 
2022/2/6, 22, 15, 25, 12, , 
2022/2/7, 29, 11, 17, 16, , 
2022/2/8, 46, 26, 7, 25, , 
2022/2/9, 66, 18, 22, 15, , 
2022/2/10, 59, 17, 17, 18, , 
2022/2/11, 50, 18, 20, 18, , 
2022/2/12, 56, 19, 23, 13, , 
2022/2/13, 60, 9, 27, 8, , 
2022/2/14, 26, 11, 27, 10, , 
2022/2/17, 54, 10, 30, 6, , 
2022/2/18, 32, 10, 28, 6, , 
2022/2/21, 39, 22, 30, 9, , 
2022/2/22, 48, 16, 31, 14, , 
2022/2/23, 48, 13, 28, 10, , 
2022/2/24, 35, 14, 27, 9, , 
2022/2/25, 22, 17, 27, 15, , 
2022/2/26, 54, 12, 26, 12, , 
2022/2/27, 51, 17, 22, 18, , 
2022/2/28, 58, 31, 20, 26, , 
2022/3/1, 84, 37, 12, 23, , 
2022/3/2, 94, 41, 14, 25, , 
2022/3/3, 103, 47, 11, 27, , 
2022/3/4, 105, 32, 20, 17, , 
2022/3/5, 90, 38, 27, 14, , 
2022/3/6, 116, 19, 22, 14, , 
2022/3/7, 83, , 25, 19, , 
2022/3/8, 96, 24, 27, 21, , 
2022/3/9, 76, 22, , 17, , 
2022/3/10, 63, 14, 23, 15, , 
2022/3/11, 43, 9, 25, 11, , 
2022/3/12, 26, 7, 28, 9, , 
2022/3/13, 26, 16, 27, 12, , 
2022/3/14, 32, 16, 19, 20, , 
2022/3/15, 46, 28, 20, 16, , 
2022/3/16, 57, 16, 22, 13, , 
2022/3/17, 39, 25, 28, 15, , 
2022/3/18, 61, 31, 36, 11, , 
2022/3/19, 78, 16, 29, 11, , 
2022/3/20, 52, 32, 33, 18, , 
2022/3/21, 79, 22, 39, 15, , 
2022/3/22, 53, 30, 43, 19, , 
2022/3/23, 73, 43, 39, 31, , 
2022/3/24, 86, 51, 49, 20, , 
2022/3/25, 108, 42, 46, 14, , 
2022/3/26, 89, 34, 41, 15, , 
2022/3/27, 79, 46, 39, 22, , 
2022/3/28, 97, 42, 25, 23, , 
2022/3/29, 79, 42, 20, 17, , 
2022/3/30, 107, 23, 28, 12, , 
2022/3/31, 64, 8, 28, 12, , 
2021/11/1, 28, 9, 23, 7, , 
2021/11/2, 22, 8, , 11, , 
2021/11/3, 40, 13, 5, 15, , 
2021/11/4, 23, 9, 12, 14, , 
2021/11/5, 28, 12, 18, 15, , 
2021/11/6, 63, 22, 9, 20, , 
2021/11/7, 42, 16, 19, 13, , 
2021/11/8, 54, 25, 16, 19, , 
2021/11/9, 83, 40, 11, 30, , 
2021/11/10, 110, 50, 1, 31, , 
2021/11/11, 117, 50, 1, 29, , 
2021/11/12, 86, 32, 10, 19, , 
2021/11/13, 33, 12, 15, 12, , 
2021/11/14, 43, 12, 11, 12, , 
2021/11/15, 70, 22, 3, 14, , 
2021/11/16, 57, 16, 3, 16, , 
2021/11/17, 68, 21, 8, 19, , 
2021/11/18, 73, 31, 7, 24, , 
2021/11/19, 63, 28, 1, 26, , 
2021/11/20, 50, 16, 10, 16, , 
2021/11/21, 42, 15, 11, 14, , 
2021/11/22, 39, 14, 14, 13, , 
2021/11/23, 38, 16, 13, 16, , 
2021/11/24, 51, 17, 7, 19, , 
2021/11/25, 79, 38, 11, 23, , 
2021/11/26, 36, 14, 16, 14, , 
2021/11/27, 34, 7, 21, 12, , 
2021/11/28, 13, 7, 20, 9, , 
2021/12/1, 19, 6, 22, 10, , 
2021/12/2, 26, 13, 16, 17, , 
2021/12/3, 34, 12, 13, 17, , 
2021/12/4, 21, 7, 23, 11, , 
2021/12/5, 17, 6, 23, 11, , 
2021/12/6, 33, 10, 17, 12, , 
2021/12/7, 32, 11, 23, 14, , 
2021/12/8, 23, 9, 26, 12, , 
2021/12/9, 35, 12, 19, 15, , 
2021/12/10, 19, 8, 22, 9, , 
2021/12/11, 44, 16, 13, 18, , 
2021/12/12, 42, 11, 12, 13, , 
2021/12/13, 40, 9, 12, 14, , 
2021/12/14, 69, 27, 4, 23, , 
2021/12/15, 56, 18, 10, 24, , 
2021/12/16, 71, 32, 1, 27, , 
2021/12/17, 69, 25, 10, 19, , 
2021/12/18, 67, 19, 6, 15, , 
2021/12/19, 49, 13, 9, 12, , 
2021/12/20, 51, 13, 16, 10, , 
2021/12/21, 62, 25, 7, 22, , 
2021/12/22, 87, 27, 6, 15, , 
2021/12/23, 87, 28, 5, 18, , 
2021/12/29, 22, 10, 22, 11, , 
2021/12/30, 28, 4, 17, 8, , 
2021/12/31, 36, 9, 12, 14, , 
2022/1/1, 60, 19, 6, 15, , 
2022/1/2, 41, 11, 27, 9, , 
2021/7/1, 54, 30, 37, 20, , 
2021/7/2, 64, 12, 28, 4, , 
2021/7/3, 37, 8, 20, 5, , 
2021/7/4, 21, 8, 21, 5, , 
2021/7/5, 16, 14, 27, 3, , 
2021/7/6, 27, 11, 25, 3, , 
2021/7/7, 30, 13, 24, 7, , 
2021/7/8, 26, 15, 27, 9, , 
2021/7/9, 37, 7, 23, 4, , 
2021/7/10, 19, 9, 27, 6, , 
2021/7/11, 24, 12, 24, 10, , 
2021/7/12, 27, 20, 13, 14, , 
2021/7/16, 44, 25, 31, 7, , 
2021/7/17, 64, 15, 30, 6, , 
2021/7/18, 33, 19, 34, 9, , 
2021/7/19, 42, 24, 36, 8, , 
2021/7/20, 57, 29, 48, 14, , 
2021/7/21, 62, 24, 43, 12, , 
2021/7/22, 57, 28, 48, 10, , 
2021/7/23, 58, 11, 35, 3, , 
2021/7/24, 34, 10, 34, 3, , 
2021/7/25, 25, 14, 34, 4, , 
2021/7/26, 40, 14, 26, 5, , 
2021/7/27, 46, 12, 29, 3, , 
2021/7/28, 24, 11, 28, 2, , 
2021/7/29, 22, 13, 27, 5, , 
2021/7/30, 27, 10, 29, 3, , 
2021/7/31, 25, 10, 27, 4, , 
2021/8/1, 21, 10, 27, 5, , 
2021/8/2, 21, 9, 29, 5, , 
2021/8/3, 22, 12, 31, 9, , 
2021/8/4, 32, 13, 31, 7, , 
2021/8/5, 29, 8, 26, 2, , 
2021/8/6, 16, 8, 22, 3, , 
2021/8/7, 18, 10, 26, 1, , 
2021/8/8, 23, 10, 25, 3, , 
2021/8/9, 21, 10, 23, 4, , 
2021/8/10, 23, 14, 41, 10, , 
2021/8/11, 29, 26, 47, 13, , 
2021/8/12, 52, 18, 38, 7, , 
2021/8/13, 36, 17, 43, 9, , 
2021/8/14, 45, 27, 42, 11, , 
2021/8/15, 48, 13, 32, 3, , 
2021/8/16, 41, 17, 29, 5, , 
2021/8/17, 48, 10, 25, 4, , 
2021/8/18, 33, 7, 21, 4, , 
2021/8/19, 28, 11, 28, 8, , 
2021/9/3, 70, 23, 37, 19, , 
2021/9/4, 67, 18, 40, 13, , 
2021/9/5, 57, 24, 47, 20, , 
2021/9/6, 56, 26, 50, 17, , 
2021/9/7, 56, 23, 46, 12, , 
2021/9/8, 62, 16, 29, 7, , 
2021/9/9, 46, 9, 30, 6, , 
2021/9/10, 26, 10, 27, 8, , 
2021/9/11, 37, 14, 34, 14, , 
2021/9/12, 36, 17, 34, 16, , 
2021/9/13, 36, 15, 27, 12, , 
2021/9/14, 41, 16, 16, 14, , 
2021/9/18, 38, 13, 32, 7, , 
2021/9/19, 41, 9, 23, 9, , 
2021/9/20, 27, 21, 22, 10, , 
2021/9/21, 58, 27, 31, 16, , 
2021/9/22, 60, 23, 39, 17, , 
2021/9/23, 53, 15, 33, 10, , 
2021/9/24, 42, 24, 19, 28, , 
2021/4/1, 95, 30, 27, 10, , 
2021/4/2, 68, 21, 31, 8, , 
2021/4/3, 55, 29, 32, 8, , 
2021/4/4, 69, 20, 26, 9, , 
2021/4/5, 52, 12, 26, 12, , 
2021/4/6, 29, 10, 32, 9, , 
2021/4/7, 35, 19, 32, 12, , 
2021/4/8, 49, 25, 30, 21, , 
2021/4/9, 63, 11, 25, 8, , 
2021/4/17, 59, 23, 34, 10, , 
2021/4/18, 62, 28, 38, 15, , 
2021/4/19, 68, 31, 41, 18, , 
2021/4/20, 73, 44, 39, 16, , 
2021/4/21, 116, 25, 33, 11, , 
2021/4/22, 60, 26, 41, 13, , 
2021/4/24, 56, 21, 37, 6, , 
2021/4/25, 51, 20, 39, 9, , 
2021/4/26, 46, 35, 41, 13, , 
2021/4/27, 66, 24, 41, 20, , 
2021/4/28, 61, 30, 37, 11, , 
2021/4/29, 70, 23, 35, 12, , 
2021/4/30, 54, 20, 31, 12, , 
2021/5/9, 29, 10, 34, 4, , 
2021/5/10, 20, 11, 32, 7, , 
2021/5/11, 18, 14, 30, 7, , 
2021/5/12, 30, 6, 31, 4, , 
2021/5/13, 14, 7, 30, 5, , 
2021/5/14, 13, 8, 28, 5, , 
2021/5/15, 17, 8, 31, 3, , 
2021/5/16, 17, 7, 28, 4, , 
2021/5/17, 13, 10, 27, 10, , 
2021/5/21, 23, 7, 31, 4, , 
2021/5/22, 13, 7, 33, 3, , 
2021/5/23, 14, 6, 33, 3, , 
2021/5/24, 12, 9, 30, 5, , 
2021/5/25, 19, 7, 28, 6, , 
2021/5/26, 15, 15, 35, 13, , 
2021/5/27, 28, 17, 36, 16, , 
2021/5/28, 46, 14, 38, 9, , 
2021/6/4, 23, , , , , 
2021/6/7, 35, 23, 17, 13, , 
2021/6/8, 61, 16, 42, 8, , 
2021/6/9, 38, 16, 25, 11, , 
2021/6/10, 36, , , , , 
2021/6/12, 46, 13, 35, 5, , 
2021/6/13, 29, 19, 47, 18, , 
2021/6/14, 36, , , , , 
2021/6/17, 34, 12, 35, 6, , 
2021/6/18, 29, 16, 26, 10, , 
2021/6/19, 48, 11, 34, 4, , 
2021/6/20, 27, 11, 34, 5, , 
2021/6/21, 22, 13, 14, 10, , 
2021/6/22, 38, 21, 15, 10, , 
2021/6/23, 61, 19, 33, 9, , 
2021/6/26, 46, 15, 30, 7, , 
2021/6/27, 45, 11, 30, 6, , 
2021/6/28, 21, 10, 25, 9, , 
2021/6/29, 17, 12, 18, 7, , 
2021/6/30, 32, 19, 33, 8, , 
2021/1/4, 72, 23, 1, 13, , 
2021/1/5, 82, 26, , 13, , 
2021/1/6, 87, 20, 8, 16, , 
2021/1/7, 69, 19, 8, 22, , 
2021/1/8, 50, 27, 5, 19, , 
2021/1/9, 78, 23, 10, 19, , 
2021/1/10, 72, 27, 13, 23, , 
2021/1/11, 86, 9, 18, 13, , 
2021/1/12, 59, 8, 25, 14, , 
2021/1/14, 29, 16, 13, 13, , 
2021/1/15, 63, 20, 8, 15, , 
2021/1/16, 71, 16, 19, 14, , 
2021/1/17, 52, 15, 20, 16, , 
2021/1/18, 53, 12, 23, 10, , 
2021/1/19, 52, 11, 27, 12, , 
2021/1/20, 44, 8, 31, 8, , 
2021/1/21, 29, 9, 25, 16, , 
2021/1/22, 34, 9, 19, 11, , 
2021/1/23, 37, 11, 24, 13, , 
2021/1/24, 49, 8, 24, 14, , 
2021/1/25, 24, 13, 17, 18, , 
2021/1/30, 44, 10, 13, 13, , 
2021/1/31, 47, 7, 20, 11, , 
2021/2/1, 23, 8, 24, 9, , 
2021/2/2, 25, 8, 27, 7, , 
2021/2/3, 19, 15, 18, 18, , 
2021/2/4, 33, 18, 21, 16, , 
2021/2/5, 56, 10, 17, 15, , 
2021/2/15, 48, 14, 24, 16, , 
2021/2/16, 39, 17, 24, 12, , 
2021/2/17, 38, 13, 23, 17, , 
2021/2/18, 30, 14, 16, 16, , 
2021/2/19, 38, 23, 27, 12, , 
2021/2/20, 44, 15, 27, 11, , 
2021/2/21, 37, 36, 18, 26, , 
2021/2/22, 68, 33, 23, 13, , 
2021/2/23, 57, 44, 21, 18, , 
2021/2/24, 77, 50, 26, 16, , 
2021/2/25, 78, 19, 22, 13, , 
2021/2/26, 46, 22, 25, 12, , 
2021/2/27, 54, 25, 24, 11, , 
2021/2/28, 77, 27, 17, 20, , 
2021/3/1, 65, 47, 9, 33, , 
2021/3/2, 119, 55, 25, 29, , 
2021/3/3, 114, 24, 21, 13, , 
2021/3/4, 72, 14, 24, 10, , 
2021/3/5, 52, 16, 25, 13, , 
2021/3/6, 59, 26, 23, 14, , 
2021/3/7, 76, 33, 25, 16, , 
2021/3/8, 84, 34, 21, 21, , 
2021/3/9, 77, 33, 30, 17, , 
2021/3/10, 87, 12, 30, 5, , 
2021/3/11, 22, 15, 27, 6, , 
2021/3/12, 31, 11, 30, 8, , 
2021/3/13, 21, 12, 28, 6, , 
2021/3/14, 27, 16, 26, 12, , 
2021/3/15, 32, 37, 15, 16, , 
2021/3/16, 58, 21, 25, 12, , 
2021/3/17, 38, 13, 22, 14, , 
2021/3/19, 36, 22, 25, 13, , 
2021/3/20, 67, 18, 31, 10, , 
2021/3/21, 57, 18, 28, 11, , 
2021/3/22, 44, 31, 22, 23, , 
2021/3/23, 74, 32, 34, 20, , 
2021/3/24, 89, 21, 26, 14, , 
2021/3/25, 58, 13, 33, 12, , 
2021/3/26, 31, 10, 29, 6, , 
2021/3/27, 23, 13, 35, 7, , 
2021/3/28, 30, 21, 12, 25, , 
2021/3/29, 49, 31, 37, 25, , 
2021/3/30, 59, 44, 40, 36, , 
2021/3/31, 80, 50, 38, 33, , 
2020/10/1, 29, 12, 25, 9, , 
2020/10/2, 21, 10, 16, 12, , 
2020/10/3, 65, 8, 19, 8, , 
2020/10/4, 50, 7, 23, 4, , 
2020/10/5, 51, 9, 23, 5, , 
2020/10/6, 52, 11, 21, 7, , 
2020/10/7, 58, 13, 19, 6, , 
2020/10/8, 53, 13, 19, 10, , 
2020/10/9, 49, 12, 24, 7, , 
2020/10/20, 43, , 27, 8, , 
