date, pm25, pm10, o3, no2, so2, co
2019/10/9, , 10, 22, 9, , 
2019/10/10, , 13, 20, 10, , 
2019/10/11, , 14, 23, 14, , 
2019/10/12, , 17, 18, 15, , 
2019/10/13, , 21, 25, 12, , 
2019/10/14, , 16, 29, 12, , 
2019/10/15, , 8, 26, 7, , 
2019/10/16, , 9, 19, 8, , 
2019/10/17, , 7, 22, 11, , 
2019/10/18, , 10, 27, 8, , 
2019/10/19, , 7, 24, 10, , 
2019/10/20, , 10, 17, 16, , 
2019/10/21, , 7, 22, 11, , 
2019/10/22, , 22, 8, 24, , 
2019/10/23, , 24, 7, 14, , 
2019/10/24, , 16, 20, 13, , 
2019/10/25, , 13, 12, 13, , 
2019/10/26, , 11, 16, 12, , 
2019/10/27, , 10, 17, 11, , 
2019/10/28, , 15, 14, 14, , 
2019/10/29, , 15, 11, 14, , 
2019/10/30, , 25, 7, 13, , 
2019/10/31, , 29, 2, 11, , 
2019/11/1, , 13, 16, 12, , 
2019/11/2, , 9, 25, 5, , 
2019/11/3, , 5, 21, 8, , 
2019/11/4, , 9, 21, 8, , 
2019/11/5, , 14, 22, 16, , 
2019/11/6, , 15, 12, 15, , 
2019/11/7, , 11, 21, 11, , 
2019/11/8, , 15, 9, 20, , 
2019/11/9, , 17, 15, 16, , 
2019/11/10, , 12, 8, 15, , 
2019/11/11, , 9, 20, 10, , 
2019/11/12, , 8, 19, 16, , 
2019/11/13, , 11, 16, 15, , 
2019/11/14, , 9, 19, 15, , 
2019/11/15, , 13, 7, 19, , 
2019/11/16, , 9, 11, 15, , 
2019/11/17, , 16, 10, 18, , 
2019/11/18, , 16, 7, 19, , 
2019/11/19, , 16, 16, 23, , 
2019/11/28, , 11, 23, 9, , 
2019/11/29, , 13, 18, 17, , 
2019/11/30, , 18, 17, 19, , 
2019/12/1, , 17, 12, 14, , 
2019/12/2, , 26, 5, 25, , 
2019/12/3, , 28, 2, 24, , 
2019/12/4, , 35, 2, 23, , 
2019/12/5, , 31, 2, 21, , 
2019/12/6, , 19, 13, 18, , 
2019/12/7, , 11, 15, 16, , 
2019/12/8, , 9, 26, 8, , 
2019/12/9, , 10, 28, 13, , 
2019/12/10, , 21, 15, 21, , 
2019/12/11, , 13, 19, 15, , 
2019/12/12, , 9, 21, 16, , 
2019/12/13, , 13, 26, 11, , 
2019/12/14, , 14, 31, 11, , 
2019/12/15, , 12, 29, 12, , 
2019/12/16, , 11, 18, 21, , 
2019/12/17, , 13, 15, 20, , 
2019/12/18, , 13, 17, 18, , 
2019/12/19, , 19, 7, 25, , 
2019/12/20, , 7, 24, 13, , 
2019/12/21, , 10, 25, 11, , 
2019/12/22, , 9, 27, 7, , 
2019/12/23, , 13, 25, 9, , 
2019/12/24, , 13, 24, 9, , 
2019/12/25, , 10, 26, 11, , 
2019/12/26, , 14, 21, 16, , 
2019/12/27, , 11, 24, 14, , 
2019/12/28, , 13, 14, 15, , 
2019/12/29, , 25, 5, 19, , 
2019/7/1, , 13, 30, 8, , 
2019/7/2, , 17, 37, 10, , 
2019/7/3, , 19, 38, 9, , 
2019/7/4, , 20, 40, 12, , 
2019/7/5, , 25, 42, 20, , 
2019/7/6, , 21, 58, 14, , 
2019/7/7, , 16, 33, 8, , 
2019/7/8, , 17, 33, 11, , 
2019/7/9, , 15, 41, 16, , 
2019/7/10, , 23, 42, 21, , 
2019/7/11, , 27, 30, 8, , 
2019/7/12, , 14, 28, 8, , 
2019/7/13, , 14, 24, 7, , 
2019/7/14, , 13, 31, 9, , 
2019/7/15, , 16, 38, 13, , 
2019/7/16, , 22, 43, 15, , 
2019/7/17, , 21, 29, 9, , 
2019/7/18, , 16, 29, 7, , 
2019/7/19, , 12, 19, 12, , 
2019/7/20, , 17, 27, 5, , 
2019/7/21, , 11, 53, 15, , 
2019/7/22, , 23, 48, 20, , 
2019/7/23, , 29, 68, 18, , 
2019/7/24, , 32, 54, 23, , 
2019/7/25, , 47, 33, 10, , 
2019/7/26, , 24, 22, 6, , 
2019/7/27, , 8, 27, 4, , 
2019/7/28, , 13, 37, 11, , 
2019/7/29, , 15, 25, 6, , 
2019/7/30, , 16, 23, 4, , 
2019/7/31, , 11, 29, 14, , 
2019/8/1, , 17, 31, 9, , 
2019/8/2, , 15, 28, 8, , 
2019/8/3, , 19, 41, 12, , 
2019/8/4, , 17, 26, 5, , 
2019/8/5, , 14, 16, 6, , 
2019/8/6, , 9, 26, 6, , 
2019/8/7, , 11, 30, 13, , 
2019/8/8, , 15, 20, 12, , 
2019/8/9, , 11, 28, 2, , 
2019/8/10, , 15, 24, 3, , 
2019/8/11, , 15, 24, 5, , 
2019/8/12, , 9, 22, 6, , 
2019/8/13, , 10, 24, 6, , 
2019/8/14, , 9, 20, 2, , 
2019/8/15, , 9, 24, 5, , 
2019/8/16, , 13, 17, 5, , 
2019/8/17, , 8, 22, 5, , 
2019/8/18, , 6, 25, 5, , 
2019/8/19, , 12, 29, 10, , 
2019/8/20, , 16, 31, 15, , 
2019/8/21, , 19, 37, 18, , 
2019/8/22, , 21, 41, 14, , 
2019/8/23, , 22, 42, 19, , 
2019/8/24, , 21, 47, 22, , 
2019/8/25, , 23, 46, 29, , 
2019/8/26, , 26, 60, 23, , 
2019/8/27, , 29, 42, 11, , 
2019/8/28, , 21, 29, 8, , 
2019/8/29, , 14, 34, 17, , 
2019/8/30, , 21, 43, 13, , 
2019/8/31, , 17, 28, 5, , 
2019/9/1, , 12, 32, 11, , 
2019/9/2, , 16, 32, 13, , 
2019/9/3, , 18, 29, 14, , 
2019/9/4, , 20, 22, 10, , 
2019/9/5, , 14, 32, 14, , 
2019/9/6, , 14, 22, 7, , 
2019/9/7, , 11, 29, 8, , 
2019/9/8, , 12, 30, 14, , 
2019/9/9, , 14, 33, 16, , 
2019/9/10, , 16, 28, 12, , 
2019/9/11, , 14, 15, 9, , 
2019/9/12, , 10, 15, 12, , 
2019/9/13, , 15, 27, 13, , 
2019/9/14, , 17, 41, 22, , 
2019/9/15, , 19, 29, 16, , 
2019/9/16, , 20, 27, 11, , 
2019/9/17, , 20, 26, 12, , 
2019/9/18, , 26, 26, 13, , 
2019/9/19, , 22, 30, 14, , 
2019/9/20, , 23, 36, 15, , 
2019/9/21, , 20, 24, 10, , 
2019/9/22, , 13, 25, 7, , 
2019/9/23, , 10, 19, 11, , 
2019/9/24, , 9, 20, 8, , 
2019/9/25, , 14, 25, 7, , 
2019/9/26, , 12, 24, 8, , 
2019/9/27, , 11, 26, 6, , 
2019/9/28, , 10, 24, 5, , 
2019/9/29, , 8, 26, 6, , 
2019/9/30, , 11, 23, 7, , 
2019/4/1, , 39, 39, 16, , 
2019/4/2, , 23, 36, 13, , 
2019/4/3, , 7, 34, 9, , 
2019/4/4, , 9, 35, 14, , 
2019/4/5, , 11, 33, 17, , 
2019/4/20, , 19, 49, 21, , 
2019/4/21, , 23, 47, 20, , 
2019/4/22, , 28, 44, 28, , 
2019/4/23, , 35, 26, 30, , 
2019/4/24, , 18, 35, 11, , 
2019/4/25, , 13, 30, 11, , 
2019/4/26, , 12, 30, 11, , 
2019/4/27, , 10, 33, 5, , 
2019/4/28, , 12, 30, 8, , 
2019/4/29, , 20, 26, 18, , 
2019/4/30, , 34, 29, 19, , 
2019/5/1, , 39, 35, 14, , 
2019/5/2, , 33, 27, 14, , 
2019/5/3, , 17, 25, 16, , 
2019/5/4, , 11, 24, 13, , 
2019/5/5, , 12, 32, 14, , 
2019/5/6, , 19, 29, 19, , 
2019/5/7, , 18, 36, 19, , 
2019/5/8, , 11, 30, 12, , 
2019/5/9, , 9, 29, 12, , 
2019/5/10, , 12, 31, 15, , 
2019/5/11, , 11, 30, 13, , 
2019/5/12, , 12, 35, 11, , 
2019/5/13, , 15, 36, 14, , 
2019/5/14, , 18, 36, 15, , 
2019/5/15, , 19, 37, 16, , 
2019/5/16, , 20, 37, 18, , 
2019/5/17, , 28, 29, 20, , 
2019/5/18, , 14, 32, 17, , 
2019/5/19, , 25, 22, 21, , 
2019/5/20, , 18, 31, 15, , 
2019/5/21, , 23, 31, 16, , 
2019/5/22, , 22, 41, 20, , 
2019/5/23, , 23, 49, 25, , 
2019/5/24, , 19, 41, 14, , 
2019/5/25, , 19, 33, 11, , 
2019/5/26, , 12, 25, 7, , 
2019/5/27, , 11, 31, 7, , 
2019/5/28, , 12, 24, 9, , 
2019/6/12, , 9, 24, 13, , 
2019/6/13, , 10, 29, 8, , 
2019/6/14, , 13, 39, 13, , 
2019/6/15, , 10, 34, 8, , 
2019/6/16, , 9, 26, 4, , 
2019/6/17, , 14, 32, 14, , 
2019/6/18, , 20, 40, 19, , 
2019/6/19, , 15, 36, 10, , 
2019/6/20, , 11, 28, 9, , 
2019/6/21, , 13, 30, 13, , 
2019/6/22, , 13, 39, 11, , 
2019/6/23, , 18, 39, 10, , 
2019/6/24, , 21, 40, 16, , 
2019/6/25, , 23, 53, 14, , 
2019/6/26, , 37, 48, 12, , 
2019/6/27, , 30, 46, 12, , 
2019/6/28, , 23, 51, 15, , 
2019/6/29, , 19, 59, 15, , 
2019/6/30, , 22, 37, 10, , 
2019/1/1, , 16, 13, 15, , 
2019/1/2, , 15, 14, 20, , 
2019/1/3, , 15, 13, 22, , 
2019/1/4, , 20, 13, 23, , 
2019/1/5, , 21, 15, 18, , 
2019/1/6, , 26, 13, 19, , 
2019/1/7, , 22, 9, 21, , 
2019/1/8, , 15, 19, 17, , 
2019/1/9, , 12, 19, 20, , 
2019/1/10, , 13, 13, 26, , 
2019/1/11, , 19, 12, 24, , 
2019/1/12, , 15, 17, 15, , 
2019/1/13, , 12, 25, 9, , 
2019/1/14, , 15, 21, 17, , 
2019/1/15, , 15, 21, 17, , 
2019/1/16, , 16, 22, 16, , 
2019/1/17, , 10, 21, 17, , 
2019/1/18, , 28, 9, 29, , 
2019/1/19, , 20, 10, 18, , 
2019/1/20, , 24, 6, 18, , 
2019/1/21, , 45, 4, 26, , 
2019/2/9, , 15, 29, 9, , 
2019/2/10, , 6, 31, 7, , 
2019/2/11, , 12, 25, 19, , 
2019/2/12, , 21, 13, 30, , 
2019/2/13, , 33, 9, 29, , 
2019/2/14, , 39, 5, 32, , 
2019/2/15, , 46, 7, 39, , 
2019/2/16, , 47, 13, 37, , 
2019/2/17, , 31, 23, 28, , 
2019/2/18, , 30, 24, 28, , 
2019/3/2, , 13, 27, 12, , 
2019/3/3, , 13, 28, 6, , 
2019/3/4, , 7, 35, 8, , 
2019/3/17, , 8, 34, 8, , 
2019/3/18, , 12, 28, 15, , 
2019/3/19, , 22, 28, 27, , 
2019/3/20, , 30, 23, 33, , 
2019/3/21, , 34, 29, 30, , 
2019/3/22, , 39, 19, 31, , 
2019/3/23, , 38, 26, 24, , 
2019/3/24, , 38, 20, 16, , 
2019/3/25, , 21, 30, 16, , 
2019/3/26, , 21, 33, 19, , 
2019/3/27, , 33, 28, 22, , 
2019/3/28, , 44, 26, 21, , 
2019/3/29, , 33, 26, 22, , 
2019/3/30, , 32, 39, 33, , 
2019/3/31, , 38, 40, 30, , 
2018/10/4, , 1, 21, 22, , 
2018/10/5, , 27, 21, 31, , 
2018/10/6, , 25, 33, 27, , 
2018/10/7, , 19, 14, 15, , 
2018/10/8, , 32, 22, 30, , 
2018/10/9, , 31, 25, 24, , 
2018/10/10, , 13, 26, 14, , 
2018/10/11, , 14, 22, 15, , 
2018/10/12, , 17, 20, 24, , 
2018/10/13, , 17, 30, 16, , 
2018/10/14, , 20, 32, 17, , 
2018/10/15, , 29, 27, 32, , 
2018/10/16, , 25, 16, 24, , 
2018/10/17, , 31, 17, 18, , 
2018/10/18, , 36, 12, 18, , 
2018/10/19, , 35, 15, 18, , 
2018/10/20, , 42, 11, 23, , 
2018/10/21, , 26, 15, 19, , 3
2018/10/22, , 22, 17, 20, , 2
2018/10/23, , 23, 9, 18, , 2
2018/10/24, , 24, 16, 16, , 1
2018/10/25, , 21, 19, 16, , 2
2018/10/26, , 12, 16, 17, , 1
2018/10/27, , 20, 12, 11, , 
2018/10/28, , 19, 10, 14, , 
2018/10/29, , 11, 15, 16, , 
2018/10/30, , 18, 6, 22, , 
2018/10/31, , 8, 14, 18, , 
2018/11/1, , 15, 15, 23, , 
2018/11/2, , 30, 8, 32, , 
2018/11/3, , 29, 7, 22, , 
2018/11/4, , 27, 8, 21, , 
2018/11/5, , 11, 20, 18, , 
2018/11/6, , 7, 16, 14, , 
2018/11/7, , 16, 18, 17, , 
2018/11/8, , 16, 5, 20, , 
2018/11/9, , 7, , 10, , 
2018/11/10, , 8, , 11, , 
2018/11/11, , 8, , 22, , 
2018/11/12, , 14, 14, 16, , 
2018/11/13, , 20, 5, 24, , 
2018/11/14, , 18, 3, 16, , 
2018/11/15, , 16, 3, 14, , 
2018/11/16, , 28, 9, 15, , 
2018/11/17, , 19, 13, 20, , 
2018/11/18, , 20, 9, 19, , 
2018/11/19, , 21, 8, 17, , 
2018/11/20, , 35, 4, 21, , 
2018/11/21, , 30, 1, 18, , 
2018/11/22, , 32, 1, 21, , 
2018/11/23, , 15, 15, 17, , 
2018/12/1, , 3, 20, 9, , 
2018/12/2, , 6, 23, 10, , 
2018/12/3, , 12, 22, 20, , 
2018/12/4, , 19, 6, 20, , 
2018/12/5, , 7, 16, 16, , 
2018/12/6, , 8, 25, 11, , 
2018/12/7, , 12, 26, 7, , 
2018/12/8, , 14, 31, 9, , 
2018/12/9, , 14, 19, 20, , 
2018/12/20, , 5, 24, 11, , 
2018/12/21, , 12, 24, 10, , 
2018/12/22, , 10, 19, 10, , 
2018/12/23, , 9, 19, 16, , 
2018/12/24, , 19, 12, 23, , 
2018/12/25, , 30, 2, 22, , 
2018/12/26, , 34, 1, 17, , 
2018/12/27, , 31, 1, 20, , 
2018/12/28, , 34, 1, 24, , 
2018/12/29, , 17, 7, 17, , 
2018/7/1, , 23, 33, 17, , 
2018/7/2, , 18, 57, 13, , 
2018/7/3, , 12, 44, 9, , 
2018/7/4, , 16, 42, 11, , 
2018/7/5, , 20, 37, 16, , 
2018/7/6, , 25, 48, 15, , 
2018/7/7, , 24, 65, 15, , 
2018/7/8, , 25, 62, 17, , 
2018/7/9, , 18, 34, 11, , 
2018/7/10, , 16, 27, 9, , 
2018/7/17, , 14, 34, 9, , 
2018/7/18, , 20, 38, 12, , 
2018/7/19, , 24, 52, 16, , 
2018/7/20, , 15, 42, 11, , 
2018/7/21, , 20, 37, 8, , 
2018/7/22, , 22, 57, 10, , 
2018/7/23, , 27, 72, 17, , 
2018/7/24, , 27, 43, 20, , 
2018/7/25, , 29, 68, 17, , 
2018/7/26, , 36, 81, 26, , 
2018/7/27, , 38, 67, 47, , 
2018/7/28, , 22, 29, 19, , 
2018/8/6, , 18, 61, 19, , 
2018/8/21, , 13, 21, 15, , 
2018/8/30, , 18, 21, 16, , 
2018/8/31, , 16, 31, 15, , 
2018/9/1, , 16, 33, 19, 1, 1
2018/9/2, , 16, 37, 16, 1, 1
2018/9/3, , 21, 35, 20, 1, 1
2018/9/4, , 20, 25, 16, , 2
2018/9/5, , 28, 37, 13, , 1
2018/9/6, , 18, 30, 14, , 1
2018/9/7, , 11, 29, 11, , 
2018/9/8, , 13, 31, 21, , 
2018/9/16, , 21, 36, 26, , 
2018/9/17, , 32, 35, 36, , 
2018/9/18, , 20, 20, 18, , 
2018/9/19, , 23, 28, 10, , 
2018/9/20, , 18, 26, 11, , 
2018/9/21, , 16, 25, 8, , 
2018/9/22, , 13, 25, 7, , 
2018/9/23, , 5, 18, 5, , 
2018/9/24, , 11, 23, 14, , 
2018/9/25, , 16, 23, 16, , 
2018/4/1, , 11, 29, 10, , 
2018/4/2, , 11, 24, 17, , 
2018/4/3, , 11, 23, 16, , 
2018/4/4, , 8, 32, 15, , 
2018/4/5, , 10, 29, 13, , 
2018/4/6, , 14, 29, 18, , 
2018/4/7, , 15, 31, 17, , 
2018/4/8, , 20, 38, 12, , 
2018/4/9, , 23, 21, 22, , 
2018/4/10, , 13, 37, 13, , 
2018/4/11, , 16, 36, 21, , 
2018/4/12, , 31, 17, 22, , 
2018/4/13, , 16, 36, 14, , 
2018/4/14, , 19, 26, 26, , 
2018/4/15, , 10, 34, 10, , 
2018/4/16, , 17, 35, 9, , 
2018/4/17, , 23, 38, 24, , 
2018/4/18, , 31, 44, 29, , 
2018/4/19, , 28, 44, 21, , 
2018/4/20, , 33, 45, 32, , 
2018/4/21, , 28, 47, 18, , 
2018/4/22, , 28, 42, 13, , 
2018/4/23, , 21, 32, 10, , 
2018/4/24, , 16, 39, 8, , 
2018/4/25, , 14, 31, 7, , 
2018/4/26, , 14, 34, 6, , 
2018/4/27, , 18, 36, 14, , 
2018/4/28, , 10, 35, 5, , 
2018/4/29, , 12, 20, 12, , 
2018/4/30, , 6, 25, 9, , 
2018/5/1, , 11, 32, 8, , 
2018/5/2, , 15, 35, 16, , 
2018/5/3, , 16, 35, 14, , 
2018/5/4, , 23, 39, 17, , 
2018/5/5, , 36, 44, 17, , 
2018/5/6, , 29, 46, 16, , 
2018/5/7, , 25, 45, 22, , 
2018/5/8, , 25, 55, 22, , 
2018/5/9, , 23, 37, 8, , 
2018/5/10, , 15, 36, 6, , 
2018/5/11, , 17, 41, 12, , 
2018/5/12, , 19, 26, 16, , 
2018/5/13, , 10, 25, 7, , 
2018/5/14, , 21, 29, 18, , 
2018/5/15, , 35, 35, 13, , 
2018/6/4, , 23, 39, 15, , 
2018/6/5, , 42, 27, 16, , 
2018/6/19, , 11, 18, 9, , 
2018/6/20, , 17, 28, 16, , 
2018/6/21, , 15, 28, 9, , 
2018/6/22, , 13, 30, 12, , 
2018/6/23, , 16, 33, 10, , 
2018/6/24, , 16, 37, 11, , 
2018/6/25, , 16, 30, 10, , 
2018/6/26, , 21, 42, 16, , 
2018/6/27, , 28, 42, 14, , 
2018/6/28, , 25, 43, 13, , 
2018/6/29, , 26, 48, 15, , 
2018/6/30, , 25, 54, 12, , 
2018/1/1, , 10, 23, 14, , 
2018/1/2, , 14, 26, 8, , 
2018/1/3, , 13, 21, 11, , 
2018/1/4, , 8, 25, 16, , 
2018/1/5, , 12, 18, 21, , 
2018/1/6, , 19, 9, 13, , 
2018/1/7, , 21, 5, 15, , 
2018/1/8, , 13, 3, 16, , 
2018/1/10, , 17, 8, 23, , 
2018/1/11, , 23, 6, 23, , 
2018/1/12, , 31, 6, 19, , 
2018/1/13, , 34, 4, 22, , 
2018/1/14, , 34, 19, 12, , 
2018/1/15, , 12, 25, 11, , 
2018/1/16, , 9, 27, 11, , 
2018/1/17, , 11, 23, 12, , 
2018/1/18, , 11, 23, 16, , 
2018/1/19, , 9, 19, 14, , 
2018/1/20, , 8, 17, 17, , 
2018/1/21, , 11, 17, 16, , 
2018/1/22, , 10, 22, 16, , 
2018/1/23, , 12, 18, 9, , 
2018/1/24, , 6, 23, 15, , 
2018/1/25, , 8, 18, 20, , 
2018/1/26, , 21, 10, 23, , 
2018/1/27, , 25, 14, 13, , 
2018/1/28, , 12, 16, 11, , 
2018/1/29, , 5, 13, 15, , 
2018/1/30, , 10, 23, 11, , 
2018/1/31, , 6, 24, 17, , 
2018/2/1, , 7, 14, 19, , 
2018/2/2, , 13, 11, 20, , 
2018/2/3, , 14, 15, 13, , 
2018/2/4, , 11, 8, 18, , 
2018/2/5, , 20, 5, 21, , 
2018/2/6, , 25, 9, 22, , 
2018/2/7, , 34, 5, 35, , 
2018/2/8, , 42, 10, 28, , 
2018/2/9, , 34, 22, 21, , 
2018/2/10, , 15, 25, 13, , 
2018/2/11, , 11, 23, 21, , 
2018/2/12, , 12, 17, 22, , 
2018/2/13, , 15, 12, 21, , 4
2018/2/14, , 15, 17, 25, , 5
2018/2/15, , 13, 17, 27, , 3
2018/2/16, , 25, 14, 24, , 3
2018/2/17, , 24, 16, 23, , 5
2018/2/18, , 32, 7, 24, , 5
2018/2/19, , 24, 14, 22, , 3
2018/2/20, , 19, 11, 23, , 
2018/2/21, , 52, 18, 21, , 
2018/2/22, , 44, 18, 20, , 
2018/2/23, , 26, 20, 18, , 
2018/2/24, , 27, 24, 13, , 
2018/2/25, , 17, 22, 15, , 
2018/2/26, , 19, 16, 13, , 
2018/2/27, , 19, 22, 14, , 
2018/2/28, , 31, 19, 16, , 
2018/3/1, , 33, 17, 21, , 
2018/3/2, , 28, 18, 27, , 
2018/3/3, , 18, 17, 23, , 
2018/3/4, , 11, 19, 24, , 
2018/3/5, , 13, 26, 18, , 
2018/3/6, , 11, 26, 16, , 
2018/3/7, , 6, 23, 17, , 
2018/3/8, , 9, 12, 30, , 
2018/3/9, , 20, 19, 21, , 
2018/3/10, , 15, 31, 13, , 
2018/3/11, , 7, 28, 10, , 
2018/3/12, , 9, 26, 15, , 
2018/3/13, , 14, 8, 30, , 
2018/3/14, , 21, 27, , , 
2018/3/15, , 9, 28, 16, , 
2018/3/16, , 19, 5, 27, , 
2018/3/17, , 25, 16, 14, , 
2018/3/18, , 25, 14, 20, , 
2018/3/19, , 34, 23, 21, , 
2018/3/20, , 26, 25, 20, , 
2018/3/21, , 23, 23, 22, , 
2018/3/22, , 25, 28, 16, , 
2018/3/23, , 18, 26, 19, , 
2018/3/24, , 21, 24, 31, , 
2018/3/25, , 40, 27, 20, , 
2018/3/26, , 29, 23, 20, , 
2018/3/27, , 16, 30, 15, , 
2018/3/28, , 8, 32, 14, , 
2018/3/29, , 10, 27, 18, , 
2018/3/30, , 9, 28, 15, , 
2018/3/31, , 8, 29, 10, , 
2017/10/18, , 32, 23, 21, , 
2017/10/19, , 25, 26, 8, , 
2017/10/20, , 13, 25, 12, , 
2017/10/21, , 14, 26, 6, , 
2017/10/22, , 11, 19, 12, , 
2017/10/23, , 9, 14, 14, , 
2017/10/24, , 9, 14, 14, , 
2017/10/25, , 11, , 24, , 
2017/10/26, , 28, 15, 19, , 
2017/10/27, , 28, 21, 20, , 
2017/10/28, , 17, 20, 10, , 
2017/10/29, , 11, 16, 18, , 
2017/10/30, , 16, 2, 33, , 
2017/10/31, , 33, 8, 27, , 
2017/11/1, , 27, 13, 22, , 
2017/11/2, , 28, 10, 29, , 
2017/11/3, , 35, 17, 17, , 
2017/11/4, , 19, 24, 11, , 
2017/11/5, , 8, 11, 21, , 
2017/11/6, , 18, 5, 32, , 
2017/11/7, , 32, 1, 35, , 
2017/11/8, , 39, 10, 24, , 
2017/11/9, , 30, 12, 17, , 
2017/11/10, , 13, 16, 12, , 
2017/11/11, , 12, 19, 13, , 
2017/11/12, , 6, 16, 16, , 
2017/11/13, , 14, 9, 25, , 
2017/11/14, , 20, , 25, , 
2017/11/15, , 35, 2, 30, , 
2017/11/16, , 34, 1, 27, , 
2017/11/17, , 38, 10, 27, , 
2017/11/18, , 27, 15, 15, , 
2017/11/19, , 14, 8, 21, , 
2017/11/20, , 17, 12, 16, , 
2017/11/21, , 17, 12, 18, , 
2017/11/22, , 23, 17, 15, , 
2017/11/23, , 16, 16, 19, , 
2017/11/24, , 12, 15, 14, , 
2017/11/25, , 9, 17, 12, , 
2017/11/26, , 7, 15, 14, , 
2017/11/27, , 10, 18, 17, , 
2017/11/28, , 7, 5, 24, , 
2017/11/29, , 15, 11, 21, , 
2017/11/30, , 12, 11, 24, , 
2017/12/1, , 14, 2, 23, , 
2017/12/2, , 35, 1, 21, , 
2017/12/3, , 32, 3, 24, , 
2017/12/4, , 36, 1, 33, , 
2017/12/5, , 35, 9, 24, , 
2017/12/6, , 27, 15, 14, , 
2017/12/7, , 17, 15, 16, , 
2017/12/8, , 12, 15, 16, , 
2017/12/9, , 9, 20, 12, , 
2017/12/10, , 13, 17, 15, , 
2017/12/11, , 9, 14, 19, , 
2017/12/12, , 11, 13, 17, , 
2017/12/13, , 13, 25, 13, , 
2017/12/14, , 11, 20, 16, , 
2017/12/15, , 7, 12, 18, , 
2017/12/16, , 12, 7, 20, , 
2017/12/17, , 14, 9, 18, , 
2017/12/18, , 14, 2, 27, , 
2017/12/19, , 29, 3, 25, , 
2017/12/20, , 30, 3, 22, , 
2017/12/21, , 12, 24, 22, , 
2017/12/22, , 11, 14, 20, , 
2017/12/23, , 12, 14, 11, , 
2017/12/24, , 6, 19, 8, , 
2017/12/25, , 5, 16, 11, , 
2017/12/26, , 9, 21, 10, , 
2017/12/27, , 5, 15, 15, , 
2017/12/28, , 10, 24, 19, , 
2017/12/29, , 15, 20, 10, , 
2017/12/30, , 11, 19, 9, , 
2017/12/31, , 13, 25, 8, , 
2017/4/1, , 11, 31, 17, , 
2017/4/2, , 14, 33, 26, , 
2017/4/3, , 29, 25, 22, , 
2017/4/4, , 29, 27, 14, , 
2017/4/5, , 27, 31, 17, , 
2017/4/6, , 25, 30, 24, , 
2017/4/7, , 41, 34, 25, , 
2017/4/8, , 44, 41, 31, , 
2017/4/9, , 35, 28, 13, , 
2017/4/10, , 25, 31, 18, , 
2017/4/11, , 20, 35, 13, , 
2017/4/12, , 17, 27, 15, , 
2017/4/13, , 20, 34, 16, , 
2017/4/14, , 22, 29, 10, , 
2017/4/15, , 12, 33, 9, , 
2017/4/16, , 12, 29, 11, , 
2017/4/17, , 12, 28, 18, , 
2017/4/18, , 15, 32, 17, , 
2017/4/19, , 21, 32, 24, , 
2017/4/20, , 25, 33, 26, , 
2017/4/21, , 31, 20, 18, , 
2017/4/22, , 26, 33, 16, , 
2017/4/23, , 17, 36, 20, , 
2017/4/24, , 21, 27, 14, , 
2017/4/25, , 13, 27, 17, , 
2017/4/26, , 13, 27, 18, , 
2017/4/27, , 14, 24, 22, , 
2017/4/28, , 16, 35, 16, , 
2017/4/29, , 20, 37, 9, , 
2017/4/30, , 9, 35, 6, , 
2017/5/1, , 11, 29, 16, , 
2017/5/2, , 14, 19, 21, , 
2017/5/3, , 26, 25, 20, , 
2017/5/4, , 29, 31, 15, , 
2017/5/5, , 35, 16, 18, , 
2017/5/6, , 24, 26, 13, , 
2017/5/7, , 21, 27, 12, , 
2017/5/8, , 18, 34, 16, , 
2017/5/9, , 23, 40, 25, , 
2017/5/10, , 24, 33, 14, , 
2017/5/11, , 12, 29, 16, , 
2017/5/12, , 10, 35, 9, , 
2017/5/13, , 12, 33, 9, , 
2017/5/14, , 11, 33, 18, , 
2017/5/15, , 14, 36, 18, , 
2017/5/16, , 15, 43, 16, , 
2017/5/17, , 19, 22, 9, , 
2017/5/18, , 7, 28, 9, , 
2017/5/19, , 9, 30, 9, , 
2017/5/20, , 7, 34, 13, , 
2017/5/21, , 5, 41, 20, , 
2017/5/22, , 11, 27, 10, , 
2017/5/23, , 15, 33, 15, , 
2017/5/24, , 17, 34, 11, , 
2017/5/25, , 15, 38, 12, , 
2017/5/26, , 15, 52, 11, , 
2017/5/27, , 16, 47, 12, , 
2017/5/28, , 17, 41, 13, , 
2017/5/29, , 18, 29, 9, , 
2017/5/30, , 11, 30, 12, , 
2017/5/31, , 13, 45, 16, , 
2017/6/1, , 23, 31, 25, , 
2017/6/2, , 24, 18, 11, , 
2017/6/3, , 14, 33, 9, , 
2017/6/4, , 13, 33, 7, , 
2017/6/5, , 11, 24, 6, , 
2017/6/6, , 12, 25, 8, , 
2017/6/7, , 14, 31, 13, , 
2017/6/8, , 14, 29, 11, , 
2017/6/9, , 12, 42, 16, , 
2017/6/10, , 15, 45, 14, , 
2017/6/11, , 17, 29, 8, , 
2017/6/12, , 16, 28, 15, , 
2017/6/13, , 17, 17, 20, , 
2017/6/14, , 23, , , , 
2017/1/2, , 21, 6, 27, , 
2017/1/3, , 25, 8, 23, , 
2017/1/4, , 18, 7, 29, , 
2017/1/5, , 24, 6, 26, , 
2017/1/6, , 25, 5, 25, , 
2017/1/7, , 26, 3, 24, , 
2017/1/8, , 30, 16, 18, , 
2017/1/9, , 16, 13, 25, , 
